Timestamp,T,RH,AH,CO(GT),NO2(GT),Temperature_Anomaly,ML_Anomaly
2004-06-21 07:00:00,20.8,48.0,1.1702,2.5,91.0,False,False
2004-06-21 08:00:00,23.3,38.6,1.0919,3.7,109.0,False,False
2004-06-21 09:00:00,25.1,32.4,1.017,2.5,110.0,False,False
2004-06-21 10:00:00,27.8,25.8,0.9473,1.8,111.0,False,False
2004-06-21 11:00:00,29.6,21.0,0.8548,1.5,106.0,False,False
2004-06-21 12:00:00,30.2,18.0,0.7613,1.5,104.0,False,False
2004-06-21 13:00:00,30.1,18.5,0.7747,1.2,76.0,False,False
2004-06-21 14:00:00,29.5,19.4,0.7872,1.4,84.0,False,False
2004-06-21 15:00:00,31.1,18.2,0.8079,1.6,102.0,False,False
2004-06-21 16:00:00,30.3,19.0,0.8103,1.6,102.0,False,False
2004-06-21 17:00:00,30.1,19.3,0.8083,2.2,124.0,False,False
2004-06-21 18:00:00,28.6,22.3,0.859,3.0,147.0,False,False
2004-06-21 19:00:00,26.1,28.3,0.9407,3.0,138.0,False,False
2004-06-21 20:00:00,24.5,35.7,1.0807,2.7,126.0,False,False
2004-06-21 21:00:00,23.1,41.5,1.1582,2.1,112.0,False,False
2004-06-21 22:00:00,21.8,46.3,1.1913,1.6,95.0,False,False
2004-06-21 23:00:00,20.9,48.9,1.1945,1.3,80.0,False,False
2004-06-22 00:00:00,20.5,49.9,1.1903,1.1,79.0,False,False
2004-06-22 01:00:00,20.0,50.9,1.1794,0.7,49.0,False,False
2004-06-22 02:00:00,22.1,44.3,1.1665,0.4,36.0,False,False
2004-06-22 03:00:00,21.0,47.5,1.1666,0.2,,False,False
2004-06-22 04:00:00,19.8,50.3,1.1444,0.2,40.0,False,False
2004-06-22 05:00:00,19.0,52.8,1.1489,0.3,37.0,False,False
2004-06-22 06:00:00,17.8,56.5,1.1375,0.9,67.0,False,False
2004-06-22 07:00:00,18.2,55.8,1.1529,3.1,106.0,False,False
2004-06-22 08:00:00,20.6,47.7,1.1448,5.0,134.0,False,False
2004-06-22 09:00:00,22.8,41.9,1.1496,2.8,123.0,False,False
2004-06-22 10:00:00,27.1,31.7,1.1147,2.8,136.0,False,False
2004-06-22 11:00:00,30.4,26.4,1.131,2.1,109.0,False,False
2004-06-22 12:00:00,31.1,26.2,1.1647,3.1,144.0,False,False
2004-06-22 13:00:00,31.4,25.3,1.1444,3.0,154.0,False,False
2004-06-22 14:00:00,30.8,26.7,1.168,2.1,126.0,False,False
2004-06-22 15:00:00,31.8,25.6,1.1868,1.7,98.0,False,False
2004-06-22 16:00:00,33.5,22.9,1.1649,2.2,120.0,False,False
2004-06-22 17:00:00,33.1,23.5,1.1673,3.5,145.0,False,False
2004-06-22 18:00:00,31.7,25.9,1.1883,3.6,139.0,False,False
2004-06-22 19:00:00,29.0,30.4,1.2013,4.1,148.0,False,False
2004-06-22 20:00:00,27.4,33.6,1.2095,4.0,139.0,False,False
2004-06-22 21:00:00,25.2,36.4,1.1528,1.8,93.0,False,False
2004-06-22 22:00:00,24.0,39.6,1.1662,1.7,96.0,False,False
2004-06-22 23:00:00,23.8,39.6,1.1558,2.4,104.0,False,False
2004-06-23 00:00:00,22.9,43.6,1.1974,1.2,83.0,False,False
2004-06-23 01:00:00,22.8,43.9,1.202,0.8,66.0,False,False
2004-06-23 02:00:00,21.8,47.3,1.2189,0.5,55.0,False,False
2004-06-23 03:00:00,21.7,47.3,1.2135,0.3,,False,False
2004-06-23 04:00:00,20.8,50.3,1.2207,,37.0,False,False
2004-06-23 05:00:00,21.7,46.8,1.2031,0.4,40.0,False,False
2004-06-23 06:00:00,20.3,52.3,1.2367,1.0,51.0,False,False
2004-06-23 07:00:00,20.5,52.3,1.245,3.8,117.0,False,False
2004-06-23 08:00:00,21.7,49.6,1.2673,3.2,110.0,False,False
2004-06-23 09:00:00,24.0,43.1,1.2677,3.5,136.0,False,False
2004-06-23 10:00:00,28.5,31.7,1.2144,3.2,152.0,False,False
2004-06-23 11:00:00,32.2,25.1,1.189,2.3,119.0,False,False
2004-06-23 12:00:00,34.9,20.5,1.1279,2.2,106.0,False,False
2004-06-23 13:00:00,35.4,19.9,1.1222,2.1,101.0,False,False
2004-06-23 14:00:00,34.4,22.5,1.205,1.9,110.0,False,False
2004-06-23 15:00:00,34.8,22.8,1.2488,2.4,124.0,False,False
2004-06-23 16:00:00,34.3,22.4,1.1907,2.5,137.0,False,False
2004-06-23 17:00:00,32.5,25.3,1.2165,3.6,159.0,False,False
2004-06-23 18:00:00,31.3,27.3,1.2234,3.9,152.0,False,False
2004-06-23 19:00:00,30.2,29.0,1.2224,4.4,166.0,False,False
2004-06-23 20:00:00,28.5,33.3,1.2775,4.8,163.0,False,False
2004-06-23 21:00:00,27.3,35.3,1.2606,2.5,121.0,False,False
2004-06-23 22:00:00,26.1,37.8,1.2575,2.8,125.0,False,False
2004-06-23 23:00:00,24.7,47.1,1.44,3.2,120.0,False,False
2004-06-24 00:00:00,23.6,59.8,1.7193,2.6,103.0,False,False
2004-06-24 01:00:00,23.3,60.5,1.706,1.5,64.0,False,False
2004-06-24 02:00:00,23.3,59.4,1.6753,1.0,44.0,False,False
2004-06-24 03:00:00,22.9,57.7,1.5902,0.8,,False,False
2004-06-24 04:00:00,23.7,53.5,1.546,0.6,35.0,False,False
2004-06-24 05:00:00,21.2,60.9,1.5092,0.6,46.0,False,False
2004-06-24 06:00:00,22.1,56.2,1.48,0.7,54.0,False,False
2004-06-24 07:00:00,21.9,57.0,1.4742,1.2,68.0,False,False
2004-06-24 08:00:00,24.7,45.9,1.4061,1.5,77.0,False,False
2004-06-24 09:00:00,27.0,40.8,1.4286,1.3,74.0,False,False
2004-06-24 10:00:00,29.1,37.4,1.4833,1.6,92.0,False,False
2004-06-24 11:00:00,31.1,32.4,1.4351,1.5,83.0,False,False
2004-06-24 12:00:00,31.9,30.3,1.4125,1.2,58.0,False,False
2004-06-24 13:00:00,32.8,28.9,1.412,1.1,55.0,False,False
2004-06-24 14:00:00,33.4,27.8,1.4119,1.2,61.0,False,False
2004-06-24 15:00:00,35.3,23.7,1.3331,1.3,65.0,False,False
2004-06-24 16:00:00,35.8,22.4,1.2915,1.4,74.0,False,False
2004-06-24 17:00:00,35.3,20.8,1.1664,1.6,89.0,False,False
2004-06-24 18:00:00,33.3,23.9,1.2085,2.1,103.0,False,False
2004-06-24 19:00:00,30.3,30.8,1.3044,3.0,128.0,False,False
2004-06-24 20:00:00,28.3,34.5,1.3084,2.8,122.0,False,False
2004-06-24 21:00:00,27.1,38.9,1.3758,3.8,125.0,False,False
2004-06-24 22:00:00,25.4,43.2,1.3805,3.2,119.0,False,False
2004-06-24 23:00:00,24.6,45.3,1.3767,4.1,126.0,False,False
2004-06-25 00:00:00,23.7,46.0,1.3346,2.6,100.0,False,False
2004-06-25 01:00:00,23.0,48.1,1.3322,2.0,94.0,False,False
2004-06-25 02:00:00,24.8,43.4,1.3366,0.9,52.0,False,False
2004-06-25 03:00:00,23.1,47.4,1.3208,0.7,,False,False
2004-06-25 04:00:00,21.7,50.2,1.2917,0.6,64.0,False,False
2004-06-25 05:00:00,21.9,50.7,1.3138,0.6,46.0,False,False
2004-06-25 06:00:00,20.1,57.0,1.3216,1.6,88.0,False,False
2004-06-25 07:00:00,21.5,51.8,1.3129,2.6,104.0,False,False
2004-06-25 08:00:00,22.9,48.7,1.3416,2.9,125.0,False,False
2004-06-25 09:00:00,25.7,41.0,1.3351,2.8,151.0,False,False
2004-06-25 10:00:00,29.9,33.2,1.3793,1.9,113.0,False,False
2004-06-25 11:00:00,32.9,28.0,1.3789,1.9,102.0,False,False
2004-06-25 12:00:00,34.0,25.6,1.3363,2.1,108.0,False,False
2004-06-25 13:00:00,34.7,22.6,1.2297,1.9,93.0,False,False
2004-06-25 14:00:00,35.5,20.3,1.1586,1.6,89.0,False,False
2004-06-25 15:00:00,35.9,18.8,1.0912,1.6,84.0,False,False
2004-06-25 16:00:00,36.2,18.6,1.0945,2.1,111.0,False,False
2004-06-25 17:00:00,35.4,15.3,0.8613,2.4,115.0,False,False
2004-06-25 18:00:00,32.9,15.5,0.7649,2.8,127.0,False,False
2004-06-25 19:00:00,29.9,19.8,0.8211,3.4,129.0,False,False
2004-06-25 20:00:00,28.1,22.4,0.8394,3.4,140.0,False,False
2004-06-25 21:00:00,26.1,24.7,0.8233,2.7,137.0,False,False
2004-06-25 22:00:00,25.0,28.7,0.8944,2.6,130.0,False,False
2004-06-25 23:00:00,24.3,31.0,0.9268,2.3,121.0,False,False
2004-06-26 00:00:00,24.0,31.2,0.919,1.2,79.0,False,False
2004-06-26 01:00:00,22.4,34.9,0.9362,1.0,69.0,False,False
2004-06-26 02:00:00,21.2,37.6,0.9355,0.9,61.0,False,False
2004-06-26 03:00:00,19.5,42.3,0.9461,1.1,,False,False
2004-06-26 04:00:00,21.2,39.4,0.9802,,58.0,False,False
2004-06-26 05:00:00,19.5,42.4,0.9515,0.4,58.0,False,False
2004-06-26 06:00:00,18.6,45.8,0.9723,0.9,70.0,False,False
2004-06-26 07:00:00,19.7,44.1,1.0039,1.8,104.0,False,False
2004-06-26 08:00:00,21.9,39.4,1.0243,2.2,109.0,False,False
2004-06-26 09:00:00,24.5,34.3,1.0407,2.4,129.0,False,False
2004-06-26 10:00:00,30.0,25.6,1.0674,2.3,144.0,False,False
2004-06-26 11:00:00,34.5,18.9,1.0168,1.6,101.0,False,False
2004-06-26 12:00:00,36.3,17.5,1.0411,1.4,90.0,False,False
2004-06-26 13:00:00,37.7,16.0,1.0231,1.4,86.0,False,False
2004-06-26 14:00:00,38.3,15.8,1.0465,1.0,69.0,False,False
2004-06-26 15:00:00,38.4,17.5,1.1609,1.0,65.0,False,False
2004-06-26 16:00:00,37.2,20.5,1.2813,1.2,73.0,False,False
2004-06-26 17:00:00,34.0,26.4,1.3781,1.3,73.0,False,False
2004-06-26 18:00:00,32.3,30.4,1.445,1.5,78.0,False,False
2004-06-26 19:00:00,30.5,33.9,1.4564,1.9,98.0,False,False
2004-06-26 20:00:00,29.2,37.8,1.5098,1.8,99.0,False,False
2004-06-26 21:00:00,28.4,39.1,1.4881,1.4,83.0,False,False
2004-06-26 22:00:00,27.7,40.6,1.4828,1.7,88.0,False,False
2004-06-26 23:00:00,27.2,42.5,1.5069,2.7,117.0,False,False
2004-06-27 00:00:00,26.5,44.8,1.528,2.1,97.0,False,False
2004-06-27 01:00:00,25.5,47.6,1.5318,1.4,75.0,False,False
2004-06-27 02:00:00,25.2,47.8,1.5076,1.0,53.0,False,False
2004-06-27 03:00:00,23.2,53.7,1.5046,1.0,,False,False
2004-06-27 04:00:00,23.2,52.3,1.4668,0.8,45.0,False,False
2004-06-27 05:00:00,24.0,50.3,1.4811,0.5,42.0,False,False
2004-06-27 06:00:00,23.5,51.2,1.4634,0.6,44.0,False,False
2004-06-27 07:00:00,23.5,50.8,1.452,0.6,50.0,False,False
2004-06-27 08:00:00,24.7,47.6,1.4597,1.0,60.0,False,False
2004-06-27 09:00:00,27.2,41.1,1.4611,1.6,100.0,False,False
2004-06-27 10:00:00,31.0,32.4,1.4294,1.9,111.0,False,False
2004-06-27 11:00:00,35.2,24.8,1.3854,1.7,110.0,False,False
2004-06-27 12:00:00,37.8,18.5,1.1977,1.1,74.0,False,False
2004-06-27 13:00:00,39.0,15.1,1.0424,0.8,56.0,False,False
2004-06-27 14:00:00,41.3,12.8,0.9933,0.7,50.0,False,False
2004-06-27 15:00:00,41.8,11.9,0.9476,0.7,54.0,False,False
2004-06-27 16:00:00,42.2,14.2,1.1609,1.2,90.0,False,False
2004-06-27 17:00:00,41.4,15.5,1.2089,1.6,109.0,False,False
2004-06-27 18:00:00,38.9,21.4,1.4605,1.6,110.0,False,False
2004-06-27 19:00:00,34.3,26.0,1.3865,1.7,103.0,False,False
2004-06-27 20:00:00,32.7,27.7,1.3439,2.0,120.0,False,False
2004-06-27 21:00:00,30.5,30.4,1.3031,2.3,134.0,False,False
2004-06-27 22:00:00,29.0,33.6,1.3277,2.4,137.0,False,False
2004-06-27 23:00:00,28.2,36.6,1.3781,1.7,99.0,False,False
2004-06-28 00:00:00,27.2,38.9,1.3821,1.2,78.0,False,False
2004-06-28 01:00:00,26.7,40.0,1.3754,1.0,63.0,False,False
2004-06-28 02:00:00,26.0,41.2,1.3598,0.6,41.0,False,False
2004-06-28 03:00:00,22.8,50.1,1.3677,0.5,,False,False
2004-06-28 04:00:00,24.0,46.6,1.37,0.4,39.0,False,False
2004-06-28 05:00:00,24.0,46.4,1.3689,0.5,60.0,False,False
2004-06-28 06:00:00,23.7,47.1,1.3602,0.7,54.0,False,False
2004-06-28 07:00:00,23.6,47.3,1.3634,3.2,119.0,False,False
2004-06-28 08:00:00,25.5,43.1,1.3891,5.6,159.0,False,False
2004-06-28 09:00:00,28.5,36.8,1.4128,4.6,182.0,False,False
2004-06-28 10:00:00,32.6,28.0,1.3566,3.3,183.0,False,False
2004-06-28 11:00:00,36.3,23.4,1.3902,2.1,144.0,False,False
2004-06-28 12:00:00,37.5,21.5,1.3673,1.9,118.0,False,False
2004-06-28 13:00:00,39.6,19.0,1.3447,1.9,106.0,False,False
2004-06-28 14:00:00,40.1,19.3,1.4013,1.6,97.0,False,False
2004-06-28 15:00:00,40.4,20.0,1.4854,2.0,129.0,False,False
2004-06-28 16:00:00,39.9,20.1,1.4495,1.8,130.0,False,False
2004-06-28 17:00:00,39.1,19.6,1.3542,2.9,163.0,False,False
2004-06-28 18:00:00,37.0,21.9,1.3503,3.4,160.0,False,False
2004-06-28 19:00:00,33.9,26.8,1.3899,3.1,140.0,False,False
2004-06-28 20:00:00,31.9,30.6,1.4201,2.5,115.0,False,False
2004-06-28 21:00:00,29.7,33.9,1.3874,1.8,92.0,False,False
2004-06-28 22:00:00,28.6,36.8,1.416,1.8,99.0,False,False
2004-06-28 23:00:00,27.8,38.7,1.4187,2.0,96.0,False,False
2004-06-29 00:00:00,27.8,40.0,1.4691,1.5,80.0,False,False
2004-06-29 01:00:00,27.5,41.3,1.4962,0.8,65.0,False,False
2004-06-29 02:00:00,27.3,41.6,1.4906,0.4,46.0,False,False
2004-06-29 03:00:00,26.0,44.2,1.4657,0.3,,False,False
2004-06-29 04:00:00,24.8,48.0,1.4857,,57.0,False,False
2004-06-29 05:00:00,25.9,45.1,1.4889,0.5,54.0,False,False
2004-06-29 06:00:00,25.3,47.6,1.5108,0.7,62.0,False,False
2004-06-29 07:00:00,24.7,49.5,1.5201,3.4,102.0,False,False
2004-06-29 08:00:00,27.1,43.1,1.5224,5.7,140.0,False,False
2004-06-29 09:00:00,28.3,39.8,1.5053,3.2,121.0,False,False
2004-06-29 10:00:00,32.4,32.3,1.5484,2.7,132.0,False,False
2004-06-29 11:00:00,35.4,27.8,1.5733,2.1,122.0,False,False
2004-06-29 12:00:00,35.5,27.4,1.5635,2.8,148.0,False,False
2004-06-29 13:00:00,37.8,24.4,1.5722,2.5,133.0,False,False
2004-06-29 14:00:00,37.2,25.5,1.5914,2.1,130.0,False,False
2004-06-29 15:00:00,37.2,25.6,1.6014,2.5,141.0,False,False
2004-06-29 16:00:00,38.0,25.0,1.6312,2.7,172.0,False,False
2004-06-29 17:00:00,37.1,26.9,1.6635,3.7,198.0,False,False
2004-06-29 18:00:00,36.9,27.8,1.7099,3.7,181.0,False,False
2004-06-29 19:00:00,34.7,31.9,1.7325,4.6,202.0,False,True
2004-06-29 20:00:00,31.9,38.4,1.7897,2.6,120.0,False,False
2004-06-29 21:00:00,30.5,42.3,1.8173,2.5,115.0,False,False
2004-06-29 22:00:00,29.3,45.8,1.8362,2.3,112.0,False,False
2004-06-29 23:00:00,28.2,48.1,1.8144,2.2,97.0,False,False
2004-06-30 00:00:00,27.3,51.0,1.8287,2.5,100.0,False,False
2004-06-30 01:00:00,26.8,52.4,1.8141,0.9,47.0,False,False
2004-06-30 02:00:00,26.0,54.9,1.8141,0.8,44.0,False,False
2004-06-30 03:00:00,26.8,51.9,1.8058,0.7,,False,False
2004-06-30 04:00:00,26.9,51.8,1.805,0.5,42.0,False,False
2004-06-30 05:00:00,24.6,59.1,1.8013,0.7,57.0,False,False
2004-06-30 06:00:00,26.4,53.1,1.7987,0.9,61.0,False,False
2004-06-30 07:00:00,27.3,46.4,1.6542,2.2,106.0,False,False
2004-06-30 08:00:00,28.4,40.4,1.5442,2.8,136.0,False,False
2004-06-30 09:00:00,30.8,37.1,1.6169,2.9,157.0,False,False
2004-06-30 10:00:00,34.2,30.7,1.6252,2.9,171.0,False,False
2004-06-30 11:00:00,37.0,26.5,1.6352,3.0,190.0,False,False
2004-06-30 12:00:00,36.6,27.8,1.676,2.5,155.0,False,False
2004-06-30 13:00:00,36.9,26.9,1.6477,2.3,139.0,False,False
2004-06-30 14:00:00,39.3,22.2,1.552,2.1,152.0,False,False
2004-06-30 15:00:00,38.5,22.4,1.5018,1.9,143.0,False,False
2004-06-30 16:00:00,39.7,20.4,1.4594,2.3,168.0,False,False
2004-06-30 17:00:00,38.8,24.2,1.6433,4.2,226.0,False,True
2004-06-30 18:00:00,33.5,38.0,1.939,4.9,207.0,False,True
2004-06-30 19:00:00,34.0,32.9,1.7251,4.9,197.0,False,False
2004-06-30 20:00:00,31.9,33.7,1.5663,3.5,158.0,False,False
2004-06-30 21:00:00,30.2,37.6,1.587,2.5,124.0,False,False
2004-06-30 22:00:00,28.9,41.0,1.6096,2.5,110.0,False,False
2004-06-30 23:00:00,27.8,45.2,1.6604,2.6,112.0,False,False
2004-07-01 00:00:00,27.1,47.4,1.6701,2.3,102.0,False,False
2004-07-01 01:00:00,26.2,49.4,1.6555,1.5,77.0,False,False
2004-07-01 02:00:00,26.9,49.3,1.7196,0.9,50.0,False,False
2004-07-01 03:00:00,26.3,50.8,1.7058,0.6,,False,False
2004-07-01 04:00:00,24.9,54.6,1.6908,0.6,40.0,False,False
2004-07-01 05:00:00,23.4,58.6,1.6651,0.8,66.0,False,False
2004-07-01 06:00:00,24.4,55.2,1.6604,0.9,60.0,False,False
2004-07-01 07:00:00,25.1,54.3,1.7057,2.4,85.0,False,False
2004-07-01 08:00:00,26.6,51.2,1.7565,3.9,120.0,False,False
2004-07-01 09:00:00,28.2,47.1,1.7752,2.9,134.0,False,False
2004-07-01 10:00:00,31.6,39.4,1.7969,2.7,149.0,False,False
2004-07-01 11:00:00,34.2,31.8,1.6837,2.0,125.0,False,False
2004-07-01 12:00:00,36.6,27.1,1.6352,2.4,132.0,False,False
2004-07-01 13:00:00,37.6,26.9,1.715,2.0,114.0,False,False
2004-07-01 14:00:00,38.1,26.3,1.7213,1.8,110.0,False,False
2004-07-01 15:00:00,37.8,26.9,1.7392,1.9,121.0,False,False
2004-07-01 16:00:00,37.8,22.7,1.4653,1.8,127.0,False,False
2004-07-01 17:00:00,36.9,24.7,1.5134,2.9,157.0,False,False
2004-07-01 18:00:00,34.5,28.5,1.531,3.3,169.0,False,False
2004-07-01 19:00:00,32.5,30.9,1.4875,4.4,179.0,False,False
2004-07-01 20:00:00,30.9,30.4,1.338,3.4,149.0,False,False
2004-07-01 21:00:00,28.7,34.7,1.3457,1.9,111.0,False,False
2004-07-01 22:00:00,27.7,39.3,1.4372,2.1,112.0,False,False
2004-07-01 23:00:00,26.8,45.1,1.5645,2.5,120.0,False,False
2004-07-02 00:00:00,26.1,45.3,1.5115,2.3,105.0,False,False
2004-07-02 01:00:00,25.9,46.1,1.5174,1.7,90.0,False,False
2004-07-02 02:00:00,25.3,47.6,1.513,1.5,87.0,False,False
2004-07-02 03:00:00,26.6,43.0,1.4773,0.8,,False,False
2004-07-02 04:00:00,25.3,47.2,1.5025,,54.0,False,False
2004-07-02 05:00:00,25.1,48.0,1.5115,0.5,61.0,False,False
2004-07-02 06:00:00,24.8,50.6,1.5654,0.8,63.0,False,False
2004-07-02 07:00:00,25.7,49.7,1.615,2.6,102.0,False,False
2004-07-02 08:00:00,27.4,45.5,1.6396,4.9,149.0,False,False
2004-07-02 09:00:00,29.3,40.0,1.6082,2.9,147.0,False,False
2004-07-02 10:00:00,33.6,28.7,1.4693,2.8,158.0,False,False
2004-07-02 11:00:00,34.6,27.7,1.4991,1.8,112.0,False,False
2004-07-02 12:00:00,35.6,27.2,1.5557,1.8,108.0,False,False
2004-07-02 13:00:00,36.9,23.3,1.4313,1.9,120.0,False,False
2004-07-02 14:00:00,38.8,20.7,1.4036,1.7,117.0,False,False
2004-07-02 15:00:00,38.1,22.6,1.4868,1.7,119.0,False,False
2004-07-02 16:00:00,37.1,23.0,1.4229,1.9,149.0,False,False
2004-07-02 17:00:00,34.8,19.3,1.0543,2.1,174.0,False,False
2004-07-02 18:00:00,33.6,20.7,1.059,2.4,163.0,False,False
2004-07-02 19:00:00,31.4,18.5,0.8376,3.0,161.0,False,False
2004-07-02 20:00:00,29.5,23.8,0.9623,2.8,154.0,False,False
2004-07-02 21:00:00,27.4,27.1,0.9736,1.9,124.0,False,False
2004-07-02 22:00:00,26.1,31.1,1.0338,2.1,122.0,False,False
2004-07-02 23:00:00,25.5,34.0,1.0935,1.8,119.0,False,False
2004-07-03 00:00:00,24.0,37.8,1.1125,2.5,131.0,False,False
2004-07-03 01:00:00,24.2,37.3,1.1118,1.1,84.0,False,False
2004-07-03 02:00:00,23.4,40.6,1.1571,0.7,77.0,False,False
2004-07-03 03:00:00,21.8,46.6,1.1991,0.7,,False,False
2004-07-03 04:00:00,22.6,43.0,1.1629,0.4,41.0,False,False
2004-07-03 05:00:00,20.2,50.7,1.1844,0.7,68.0,False,False
2004-07-03 06:00:00,20.5,49.3,1.176,0.7,69.0,False,False
2004-07-03 07:00:00,21.4,48.0,1.2086,1.8,101.0,False,False
2004-07-03 08:00:00,23.2,43.9,1.2344,2.3,120.0,False,False
2004-07-03 09:00:00,25.3,40.7,1.2921,1.9,124.0,False,False
2004-07-03 10:00:00,29.9,31.1,1.2883,1.7,113.0,False,False
2004-07-03 11:00:00,33.9,21.3,1.1067,1.3,97.0,False,False
2004-07-03 12:00:00,36.3,16.0,0.9465,1.5,94.0,False,False
2004-07-03 13:00:00,36.6,15.2,0.9177,1.3,86.0,False,False
2004-07-03 14:00:00,37.4,15.8,0.9998,0.8,70.0,False,False
2004-07-03 15:00:00,37.9,15.0,0.9721,0.8,70.0,False,False
2004-07-03 16:00:00,38.0,16.8,1.0933,1.1,82.0,False,False
2004-07-03 17:00:00,36.9,17.5,1.0789,1.2,93.0,False,False
2004-07-03 18:00:00,35.3,17.0,0.9561,1.2,89.0,False,False
2004-07-03 19:00:00,31.9,20.4,0.9462,1.4,90.0,False,False
2004-07-03 20:00:00,29.1,29.6,1.1792,1.1,67.0,False,False
2004-07-03 21:00:00,27.4,33.4,1.2022,1.5,94.0,False,False
2004-07-03 22:00:00,26.7,35.8,1.2318,2.0,109.0,False,False
2004-07-03 23:00:00,25.2,42.7,1.3473,1.9,103.0,False,False
2004-07-04 00:00:00,24.0,51.9,1.5252,2.2,101.0,False,False
2004-07-04 01:00:00,24.5,44.4,1.3476,1.1,71.0,False,False
2004-07-04 02:00:00,22.6,51.0,1.3805,1.1,71.0,False,False
2004-07-04 03:00:00,22.2,52.7,1.3891,0.8,,False,False
2004-07-04 04:00:00,21.2,56.8,1.4094,0.6,49.0,False,False
2004-07-04 05:00:00,20.3,59.6,1.3994,0.6,43.0,False,False
2004-07-04 06:00:00,21.3,56.7,1.4178,0.6,44.0,False,False
2004-07-04 07:00:00,23.0,54.6,1.5177,0.6,42.0,False,False
2004-07-04 08:00:00,23.7,54.3,1.5731,1.1,69.0,False,False
2004-07-04 09:00:00,25.4,49.3,1.5732,1.0,65.0,False,False
2004-07-04 10:00:00,29.6,37.7,1.544,1.0,68.0,False,False
2004-07-04 11:00:00,33.9,26.2,1.3664,1.0,58.0,False,False
2004-07-04 12:00:00,35.8,22.4,1.2933,0.8,52.0,False,False
2004-07-04 13:00:00,37.9,18.8,1.222,0.7,46.0,False,False
2004-07-04 14:00:00,38.5,14.8,0.9942,0.4,40.0,False,False
2004-07-04 15:00:00,39.3,14.5,1.0149,0.5,47.0,False,False
2004-07-04 16:00:00,38.9,15.6,1.0613,0.6,56.0,False,False
2004-07-04 17:00:00,37.9,12.7,0.8211,0.7,64.0,False,False
2004-07-04 18:00:00,35.8,13.4,0.7749,0.9,71.0,False,False
2004-07-04 19:00:00,32.3,19.7,0.9345,1.6,103.0,False,False
2004-07-04 20:00:00,30.1,23.5,0.9869,1.6,97.0,False,False
2004-07-04 21:00:00,28.2,28.7,1.0806,1.7,108.0,False,False
2004-07-04 22:00:00,26.0,35.7,1.1842,1.3,87.0,False,False
2004-07-04 23:00:00,25.3,39.2,1.2452,1.9,104.0,False,False
2004-07-05 00:00:00,24.7,38.7,1.1845,1.5,93.0,False,False
2004-07-05 01:00:00,25.5,35.7,1.1499,0.6,55.0,False,False
2004-07-05 02:00:00,22.5,43.2,1.1589,0.4,49.0,False,False
2004-07-05 03:00:00,21.6,46.1,1.1761,0.3,,False,False
2004-07-05 04:00:00,19.7,51.4,1.1688,,56.0,False,False
2004-07-05 05:00:00,21.6,45.7,1.1665,0.4,43.0,False,False
2004-07-05 06:00:00,21.1,47.3,1.1654,0.7,57.0,False,False
2004-07-05 07:00:00,21.6,44.1,1.1269,2.0,80.0,False,False
2004-07-05 08:00:00,23.7,37.9,1.0988,3.9,134.0,False,False
2004-07-05 09:00:00,26.0,30.1,0.9953,3.6,157.0,False,False
2004-07-05 10:00:00,30.6,23.2,1.001,3.2,175.0,False,False
2004-07-05 11:00:00,34.1,19.1,1.0048,2.2,147.0,False,False
2004-07-05 12:00:00,36.2,18.0,1.0636,2.2,140.0,False,False
2004-07-05 13:00:00,37.4,17.3,1.0914,2.1,137.0,False,False
2004-07-05 14:00:00,39.5,15.6,1.102,1.8,123.0,False,False
2004-07-05 15:00:00,40.4,14.9,1.1033,2.0,138.0,False,False
2004-07-05 16:00:00,40.1,16.1,1.1699,1.8,132.0,False,False
2004-07-05 17:00:00,39.3,18.9,1.3251,3.0,174.0,False,False
2004-07-05 18:00:00,37.3,19.9,1.2437,4.3,203.0,False,False
2004-07-05 19:00:00,33.6,22.9,1.1747,3.5,176.0,False,False
2004-07-05 20:00:00,30.7,28.9,1.2501,2.5,125.0,False,False
2004-07-05 21:00:00,28.8,32.8,1.2776,1.8,98.0,False,False
2004-07-05 22:00:00,27.3,36.8,1.3207,1.9,103.0,False,False
2004-07-05 23:00:00,26.2,39.7,1.3249,1.9,104.0,False,False
2004-07-06 00:00:00,25.4,43.0,1.37,1.9,105.0,False,False
2004-07-06 01:00:00,25.8,41.0,1.3461,0.9,75.0,False,False
2004-07-06 02:00:00,23.3,48.4,1.3677,0.7,60.0,False,False
2004-07-06 03:00:00,23.5,47.8,1.3607,0.6,,False,False
2004-07-06 04:00:00,23.5,46.7,1.3361,0.4,36.0,False,False
2004-07-06 05:00:00,21.8,52.3,1.3539,0.7,66.0,False,False
2004-07-06 06:00:00,21.8,52.5,1.3529,1.6,97.0,False,False
2004-07-06 07:00:00,22.9,49.1,1.3546,3.8,115.0,False,False
2004-07-06 08:00:00,24.9,43.3,1.3422,5.1,145.0,False,False
2004-07-06 09:00:00,26.7,39.4,1.3556,3.4,162.0,False,False
2004-07-06 10:00:00,30.5,32.9,1.4135,2.6,147.0,False,False
2004-07-06 11:00:00,34.2,27.2,1.4404,2.2,132.0,False,False
2004-07-06 12:00:00,38.2,20.9,1.3701,3.4,179.0,False,False
2004-07-06 13:00:00,39.6,16.9,1.2028,3.4,174.0,False,False
2004-07-06 14:00:00,39.9,15.8,1.141,1.8,132.0,False,False
2004-07-06 15:00:00,40.2,13.9,1.02,2.0,151.0,False,False
